# T [GeV]	qhat/T^3
1.50000e-01	9.24655e+00
1.62570e-01	8.82580e+00
1.76193e-01	8.19223e+00
1.90958e-01	7.40732e+00
2.06959e-01	6.55157e+00
2.24302e-01	5.70477e+00
2.43098e-01	4.93018e+00
2.63470e-01	4.26715e+00
2.85548e-01	3.73232e+00
3.09477e-01	3.32569e+00
3.35410e-01	3.03779e+00
3.63517e-01	2.85543e+00
3.93979e-01	2.76503e+00
4.26994e-01	2.75392e+00
4.62775e-01	2.81002e+00
5.01555e-01	2.92083e+00
5.43585e-01	3.07209e+00
5.89136e-01	3.24707e+00
6.38505e-01	3.42674e+00
6.92011e-01	3.59131e+00
7.50000e-01	3.72265e+00
