# T [GeV]	qhat/T^3
1.50000e-01	9.87786e+00
1.62570e-01	1.05903e+01
1.76193e-01	1.11074e+01
1.90958e-01	1.13591e+01
2.06959e-01	1.13052e+01
2.24302e-01	1.09475e+01
2.43098e-01	1.03305e+01
2.63470e-01	9.53042e+00
2.85548e-01	8.63648e+00
3.09477e-01	7.73224e+00
3.35410e-01	6.88319e+00
3.63517e-01	6.13204e+00
3.93979e-01	5.50057e+00
4.26994e-01	4.99485e+00
4.62775e-01	4.61123e+00
5.01555e-01	4.34135e+00
5.43585e-01	4.17568e+00
5.89136e-01	4.10553e+00
6.38505e-01	4.12404e+00
6.92011e-01	4.22634e+00
7.50000e-01	4.40927e+00
