# T [GeV]	qhat/T^3
1.50000e-01	2.09686e+00
1.62570e-01	2.17908e+00
1.76193e-01	2.28362e+00
1.90958e-01	2.41494e+00
2.06959e-01	2.57551e+00
2.24302e-01	2.76527e+00
2.43098e-01	2.98116e+00
2.63470e-01	3.21695e+00
2.85548e-01	3.46344e+00
3.09477e-01	3.70927e+00
3.35410e-01	3.94215e+00
3.63517e-01	4.15035e+00
3.93979e-01	4.32407e+00
4.26994e-01	4.45644e+00
4.62775e-01	4.54394e+00
5.01555e-01	4.58640e+00
5.43585e-01	4.58669e+00
5.89136e-01	4.55025e+00
6.38505e-01	4.48460e+00
6.92011e-01	4.39865e+00
7.50000e-01	4.30193e+00
