# T [GeV]	qhat/T^3
1.50000e-01	1.03101e+01
1.62570e-01	9.37312e+00
1.76193e-01	8.45280e+00
1.90958e-01	7.59993e+00
2.06959e-01	6.84704e+00
2.24302e-01	6.20936e+00
2.43098e-01	5.68799e+00
2.63470e-01	5.27362e+00
2.85548e-01	4.95012e+00
3.09477e-01	4.69737e+00
3.35410e-01	4.49347e+00
3.63517e-01	4.31687e+00
3.93979e-01	4.14857e+00
4.26994e-01	3.97433e+00
4.62775e-01	3.78646e+00
5.01555e-01	3.58445e+00
5.43585e-01	3.37405e+00
5.89136e-01	3.16521e+00
6.38505e-01	2.96939e+00
6.92011e-01	2.79734e+00
7.50000e-01	2.65772e+00
