# T [GeV]	qhat/T^3
1.50000e-01	7.98494e+00
1.62570e-01	8.06375e+00
1.76193e-01	8.09485e+00
1.90958e-01	8.07712e+00
2.06959e-01	8.00662e+00
2.24302e-01	7.87624e+00
2.43098e-01	7.67682e+00
2.63470e-01	7.39985e+00
2.85548e-01	7.04108e+00
3.09477e-01	6.60391e+00
3.35410e-01	6.10120e+00
3.63517e-01	5.55449e+00
3.93979e-01	4.99070e+00
4.26994e-01	4.43738e+00
4.62775e-01	3.91823e+00
5.01555e-01	3.45012e+00
5.43585e-01	3.04223e+00
5.89136e-01	2.69689e+00
6.38505e-01	2.41135e+00
6.92011e-01	2.17970e+00
7.50000e-01	1.99458e+00
