# T [GeV]	qhat/T^3
1.50000e-01	4.20617e+00
1.62570e-01	4.28946e+00
1.76193e-01	4.29697e+00
1.90958e-01	4.22335e+00
2.06959e-01	4.07264e+00
2.24302e-01	3.85779e+00
2.43098e-01	3.59837e+00
2.63470e-01	3.31691e+00
2.85548e-01	3.03527e+00
3.09477e-01	2.77176e+00
3.35410e-01	2.53984e+00
3.63517e-01	2.34805e+00
3.93979e-01	2.20091e+00
4.26994e-01	2.10027e+00
4.62775e-01	2.04650e+00
5.01555e-01	2.03952e+00
5.43585e-01	2.07926e+00
5.89136e-01	2.16584e+00
6.38505e-01	2.29915e+00
6.92011e-01	2.47813e+00
7.50000e-01	2.69964e+00
