# T [GeV]	qhat/T^3
1.50000e-01	4.40569e+00
1.62570e-01	4.14051e+00
1.76193e-01	3.88148e+00
1.90958e-01	3.64512e+00
2.06959e-01	3.44734e+00
2.24302e-01	3.30191e+00
2.43098e-01	3.21989e+00
2.63470e-01	3.20995e+00
2.85548e-01	3.27898e+00
3.09477e-01	3.43241e+00
3.35410e-01	3.67380e+00
3.63517e-01	4.00356e+00
3.93979e-01	4.41684e+00
4.26994e-01	4.90143e+00
4.62775e-01	5.43631e+00
5.01555e-01	5.99208e+00
5.43585e-01	6.53318e+00
5.89136e-01	7.02163e+00
6.38505e-01	7.42087e+00
6.92011e-01	7.69884e+00
7.50000e-01	7.83007e+00
