# T [GeV]	qhat/T^3
1.50000e-01	2.10012e+00
1.62570e-01	2.18334e+00
1.76193e-01	2.27668e+00
1.90958e-01	2.38067e+00
2.06959e-01	2.49312e+00
2.24302e-01	2.60826e+00
2.43098e-01	2.71676e+00
2.63470e-01	2.80663e+00
2.85548e-01	2.86550e+00
3.09477e-01	2.88375e+00
3.35410e-01	2.85759e+00
3.63517e-01	2.79083e+00
3.93979e-01	2.69455e+00
4.26994e-01	2.58473e+00
4.62775e-01	2.47912e+00
5.01555e-01	2.39453e+00
5.43585e-01	2.34537e+00
5.89136e-01	2.34359e+00
6.38505e-01	2.39936e+00
6.92011e-01	2.52193e+00
7.50000e-01	2.71988e+00
