# T [GeV]	qhat/T^3
1.50000e-01	1.07845e+01
1.62570e-01	9.55614e+00
1.76193e-01	8.35967e+00
1.90958e-01	7.22552e+00
2.06959e-01	6.17757e+00
2.24302e-01	5.23390e+00
2.43098e-01	4.40630e+00
2.63470e-01	3.69941e+00
2.85548e-01	3.11079e+00
3.09477e-01	2.63214e+00
3.35410e-01	2.25124e+00
3.63517e-01	1.95414e+00
3.93979e-01	1.72701e+00
4.26994e-01	1.55735e+00
4.62775e-01	1.43462e+00
5.01555e-01	1.35050e+00
5.43585e-01	1.29881e+00
5.89136e-01	1.27533e+00
6.38505e-01	1.27763e+00
6.92011e-01	1.30484e+00
7.50000e-01	1.35748e+00
