# T [GeV]	qhat/T^3
1.50000e-01	4.23502e+00
1.62570e-01	4.37116e+00
1.76193e-01	4.56573e+00
1.90958e-01	4.83475e+00
2.06959e-01	5.19497e+00
2.24302e-01	5.66223e+00
2.43098e-01	6.24861e+00
2.63470e-01	6.95798e+00
2.85548e-01	7.78009e+00
3.09477e-01	8.68421e+00
3.35410e-01	9.61471e+00
3.63517e-01	1.04920e+01
3.93979e-01	1.12214e+01
4.26994e-01	1.17105e+01
4.62775e-01	1.18904e+01
5.01555e-01	1.17334e+01
5.43585e-01	1.12606e+01
5.89136e-01	1.05354e+01
6.38505e-01	9.64723e+00
6.92011e-01	8.69087e+00
7.50000e-01	7.74947e+00
