# T [GeV]	qhat/T^3
1.50000e-01	4.20081e+00
1.62570e-01	3.89376e+00
1.76193e-01	3.65351e+00
1.90958e-01	3.48209e+00
2.06959e-01	3.37559e+00
2.24302e-01	3.32596e+00
2.43098e-01	3.32215e+00
2.63470e-01	3.35078e+00
2.85548e-01	3.39703e+00
3.09477e-01	3.44586e+00
3.35410e-01	3.48388e+00
3.63517e-01	3.50130e+00
3.93979e-01	3.49352e+00
4.26994e-01	3.46154e+00
4.62775e-01	3.41121e+00
5.01555e-01	3.35148e+00
5.43585e-01	3.29242e+00
5.89136e-01	3.24343e+00
6.38505e-01	3.21204e+00
6.92011e-01	3.20327e+00
7.50000e-01	3.21944e+00
