# T [GeV]	qhat/T^3
1.50000e-01	8.78697e+00
1.62570e-01	1.00049e+01
1.76193e-01	1.14127e+01
1.90958e-01	1.30280e+01
2.06959e-01	1.48489e+01
2.24302e-01	1.68411e+01
2.43098e-01	1.89232e+01
2.63470e-01	2.09545e+01
2.85548e-01	2.27351e+01
3.09477e-01	2.40237e+01
3.35410e-01	2.45810e+01
3.63517e-01	2.42317e+01
3.93979e-01	2.29271e+01
4.26994e-01	2.07789e+01
4.62775e-01	1.80418e+01
5.01555e-01	1.50479e+01
5.43585e-01	1.21190e+01
5.89136e-01	9.49568e+00
6.38505e-01	7.30745e+00
6.92011e-01	5.58276e+00
7.50000e-01	4.28206e+00
