# T [GeV]	qhat/T^3
1.50000e-01	5.09826e+00
1.62570e-01	4.73092e+00
1.76193e-01	4.40386e+00
1.90958e-01	4.13037e+00
2.06959e-01	3.91736e+00
2.24302e-01	3.76628e+00
2.43098e-01	3.67411e+00
2.63470e-01	3.63382e+00
2.85548e-01	3.63457e+00
3.09477e-01	3.66151e+00
3.35410e-01	3.69608e+00
3.63517e-01	3.71725e+00
3.93979e-01	3.70429e+00
4.26994e-01	3.64082e+00
4.62775e-01	3.51900e+00
5.01555e-01	3.34209e+00
5.43585e-01	3.12408e+00
5.89136e-01	2.88617e+00
6.38505e-01	2.65169e+00
6.92011e-01	2.44153e+00
7.50000e-01	2.27154e+00
