# T [GeV]	qhat/T^3
1.50000e-01	1.25920e+00
1.62570e-01	1.44154e+00
1.76193e-01	1.64396e+00
1.90958e-01	1.86341e+00
2.06959e-01	2.09593e+00
2.24302e-01	2.33619e+00
2.43098e-01	2.57683e+00
2.63470e-01	2.80767e+00
2.85548e-01	3.01538e+00
3.09477e-01	3.18424e+00
3.35410e-01	3.29820e+00
3.63517e-01	3.34424e+00
3.93979e-01	3.31609e+00
4.26994e-01	3.21670e+00
4.62775e-01	3.05842e+00
5.01555e-01	2.86053e+00
5.43585e-01	2.64516e+00
5.89136e-01	2.43318e+00
6.38505e-01	2.24143e+00
6.92011e-01	2.08170e+00
7.50000e-01	1.96132e+00
