# T [GeV]	qhat/T^3
1.50000e-01	1.62966e+00
1.62570e-01	1.77349e+00
1.76193e-01	1.97477e+00
1.90958e-01	2.23089e+00
2.06959e-01	2.53233e+00
2.24302e-01	2.85904e+00
2.43098e-01	3.17893e+00
2.63470e-01	3.45067e+00
2.85548e-01	3.63214e+00
3.09477e-01	3.69253e+00
3.35410e-01	3.62309e+00
3.63517e-01	3.44059e+00
3.93979e-01	3.18151e+00
4.26994e-01	2.89024e+00
4.62775e-01	2.60733e+00
5.01555e-01	2.36259e+00
5.43585e-01	2.17384e+00
5.89136e-01	2.04947e+00
6.38505e-01	1.99213e+00
6.92011e-01	2.00169e+00
7.50000e-01	2.07660e+00
