# T [GeV]	qhat/T^3
1.50000e-01	1.76838e+00
1.62570e-01	1.72199e+00
1.76193e-01	1.64657e+00
1.90958e-01	1.54621e+00
2.06959e-01	1.42838e+00
2.24302e-01	1.30260e+00
2.43098e-01	1.17876e+00
2.63470e-01	1.06559e+00
2.85548e-01	9.69856e-01
3.09477e-01	8.96282e-01
3.35410e-01	8.48151e-01
3.63517e-01	8.28257e-01
3.93979e-01	8.40028e-01
4.26994e-01	8.88687e-01
4.62775e-01	9.82442e-01
5.01555e-01	1.13365e+00
5.43585e-01	1.35976e+00
5.89136e-01	1.68354e+00
6.38505e-01	2.13155e+00
6.92011e-01	2.72957e+00
7.50000e-01	3.49395e+00
