# T [GeV]	qhat/T^3
1.50000e-01	4.47855e+00
1.62570e-01	4.88383e+00
1.76193e-01	5.30266e+00
1.90958e-01	5.72598e+00
2.06959e-01	6.14287e+00
2.24302e-01	6.54062e+00
2.43098e-01	6.90511e+00
2.63470e-01	7.22164e+00
2.85548e-01	7.47592e+00
3.09477e-01	7.65522e+00
3.35410e-01	7.74934e+00
3.63517e-01	7.75150e+00
3.93979e-01	7.65900e+00
4.26994e-01	7.47396e+00
4.62775e-01	7.20383e+00
5.01555e-01	6.86159e+00
5.43585e-01	6.46529e+00
5.89136e-01	6.03680e+00
6.38505e-01	5.59962e+00
6.92011e-01	5.17645e+00
7.50000e-01	4.78688e+00
