# T [GeV]	qhat/T^3
1.50000e-01	1.45769e+01
1.62570e-01	1.40433e+01
1.76193e-01	1.31861e+01
1.90958e-01	1.20156e+01
2.06959e-01	1.05885e+01
2.24302e-01	9.00561e+00
2.43098e-01	7.39338e+00
2.63470e-01	5.87539e+00
2.85548e-01	4.54496e+00
3.09477e-01	3.45079e+00
3.35410e-01	2.59855e+00
3.63517e-01	1.96372e+00
3.93979e-01	1.50736e+00
4.26994e-01	1.18870e+00
4.62775e-01	9.72322e-01
5.01555e-01	8.30744e-01
5.43585e-01	7.44286e-01
5.89136e-01	6.99689e-01
6.38505e-01	6.88514e-01
6.92011e-01	7.05683e-01
7.50000e-01	7.48290e-01
