# T [GeV]	qhat/T^3
1.50000e-01	3.06711e+00
1.62570e-01	2.95580e+00
1.76193e-01	2.82979e+00
1.90958e-01	2.68593e+00
2.06959e-01	2.52601e+00
2.24302e-01	2.35660e+00
2.43098e-01	2.18767e+00
2.63470e-01	2.03051e+00
2.85548e-01	1.89571e+00
3.09477e-01	1.79193e+00
3.35410e-01	1.72557e+00
3.63517e-01	1.70104e+00
3.93979e-01	1.72122e+00
4.26994e-01	1.78752e+00
4.62775e-01	1.89916e+00
5.01555e-01	2.05148e+00
5.43585e-01	2.23365e+00
5.89136e-01	2.42671e+00
6.38505e-01	2.60376e+00
6.92011e-01	2.73401e+00
7.50000e-01	2.79071e+00
