# T [GeV]	qhat/T^3
1.50000e-01	1.68275e+00
1.62570e-01	1.52182e+00
1.76193e-01	1.41051e+00
1.90958e-01	1.34136e+00
2.06959e-01	1.30719e+00
2.24302e-01	1.30108e+00
2.43098e-01	1.31605e+00
2.63470e-01	1.34486e+00
2.85548e-01	1.38014e+00
3.09477e-01	1.41495e+00
3.35410e-01	1.44372e+00
3.63517e-01	1.46314e+00
3.93979e-01	1.47267e+00
4.26994e-01	1.47441e+00
4.62775e-01	1.47240e+00
5.01555e-01	1.47160e+00
5.43585e-01	1.47696e+00
5.89136e-01	1.49274e+00
6.38505e-01	1.52217e+00
6.92011e-01	1.56738e+00
7.50000e-01	1.62938e+00
