# T [GeV]	qhat/T^3
1.50000e-01	1.84188e+00
1.62570e-01	2.16524e+00
1.76193e-01	2.63681e+00
1.90958e-01	3.31222e+00
2.06959e-01	4.25907e+00
2.24302e-01	5.54593e+00
2.43098e-01	7.21615e+00
2.63470e-01	9.24356e+00
2.85548e-01	1.14814e+01
3.09477e-01	1.36364e+01
3.35410e-01	1.53110e+01
3.63517e-01	1.61273e+01
3.93979e-01	1.58844e+01
4.26994e-01	1.46508e+01
4.62775e-01	1.27287e+01
5.01555e-01	1.05176e+01
5.43585e-01	8.36746e+00
5.89136e-01	6.49858e+00
6.38505e-01	4.99727e+00
6.92011e-01	3.85621e+00
7.50000e-01	3.02159e+00
