# T [GeV]	qhat/T^3
1.50000e-01	3.96603e+00
1.62570e-01	4.29043e+00
1.76193e-01	4.59979e+00
1.90958e-01	4.86485e+00
2.06959e-01	5.05890e+00
2.24302e-01	5.16267e+00
2.43098e-01	5.16784e+00
2.63470e-01	5.07767e+00
2.85548e-01	4.90507e+00
3.09477e-01	4.66871e+00
3.35410e-01	4.38892e+00
3.63517e-01	4.08432e+00
3.93979e-01	3.76987e+00
4.26994e-01	3.45641e+00
4.62775e-01	3.15113e+00
5.01555e-01	2.85877e+00
5.43585e-01	2.58270e+00
5.89136e-01	2.32590e+00
6.38505e-01	2.09131e+00
6.92011e-01	1.88188e+00
7.50000e-01	1.70029e+00
