# T [GeV]	qhat/T^3
1.50000e-01	3.21059e+00
1.62570e-01	3.01506e+00
1.76193e-01	2.80398e+00
1.90958e-01	2.59049e+00
2.06959e-01	2.38640e+00
2.24302e-01	2.20150e+00
2.43098e-01	2.04342e+00
2.63470e-01	1.91792e+00
2.85548e-01	1.82955e+00
3.09477e-01	1.78236e+00
3.35410e-01	1.78073e+00
3.63517e-01	1.83004e+00
3.93979e-01	1.93731e+00
4.26994e-01	2.11126e+00
4.62775e-01	2.36175e+00
5.01555e-01	2.69784e+00
5.43585e-01	3.12420e+00
5.89136e-01	3.63542e+00
6.38505e-01	4.20941e+00
6.92011e-01	4.80238e+00
7.50000e-01	5.34947e+00
