# T [GeV]	qhat/T^3
1.50000e-01	4.34612e+00
1.62570e-01	4.44816e+00
1.76193e-01	4.48589e+00
1.90958e-01	4.45233e+00
2.06959e-01	4.35010e+00
2.24302e-01	4.19174e+00
2.43098e-01	3.99776e+00
2.63470e-01	3.79288e+00
2.85548e-01	3.60215e+00
3.09477e-01	3.44801e+00
3.35410e-01	3.34918e+00
3.63517e-01	3.32088e+00
3.93979e-01	3.37605e+00
4.26994e-01	3.52646e+00
4.62775e-01	3.78298e+00
5.01555e-01	4.15418e+00
5.43585e-01	4.64276e+00
5.89136e-01	5.23972e+00
6.38505e-01	5.91773e+00
6.92011e-01	6.62651e+00
7.50000e-01	7.29456e+00
