# T [GeV]	qhat/T^3
1.50000e-01	2.44584e+00
1.62570e-01	2.36801e+00
1.76193e-01	2.34127e+00
1.90958e-01	2.36064e+00
2.06959e-01	2.42371e+00
2.24302e-01	2.53057e+00
2.43098e-01	2.68358e+00
2.63470e-01	2.88689e+00
2.85548e-01	3.14578e+00
3.09477e-01	3.46545e+00
3.35410e-01	3.84929e+00
3.63517e-01	4.29629e+00
3.93979e-01	4.79757e+00
4.26994e-01	5.33250e+00
4.62775e-01	5.86531e+00
5.01555e-01	6.34423e+00
5.43585e-01	6.70557e+00
5.89136e-01	6.88452e+00
6.38505e-01	6.83157e+00
6.92011e-01	6.52951e+00
7.50000e-01	6.00313e+00
