# T [GeV]	qhat/T^3
1.50000e-01	3.59581e+00
1.62570e-01	3.38231e+00
1.76193e-01	3.18902e+00
1.90958e-01	3.01909e+00
2.06959e-01	2.87315e+00
2.24302e-01	2.75029e+00
2.43098e-01	2.64899e+00
2.63470e-01	2.56776e+00
2.85548e-01	2.50569e+00
3.09477e-01	2.46257e+00
3.35410e-01	2.43906e+00
3.63517e-01	2.43652e+00
3.93979e-01	2.45689e+00
4.26994e-01	2.50250e+00
4.62775e-01	2.57592e+00
5.01555e-01	2.67979e+00
5.43585e-01	2.81659e+00
5.89136e-01	2.98842e+00
6.38505e-01	3.19645e+00
6.92011e-01	3.44024e+00
7.50000e-01	3.71667e+00
