# T [GeV]	qhat/T^3
1.50000e-01	6.49631e+00
1.62570e-01	6.49781e+00
1.76193e-01	6.31044e+00
1.90958e-01	5.97008e+00
2.06959e-01	5.52953e+00
2.24302e-01	5.04481e+00
2.43098e-01	4.56407e+00
2.63470e-01	4.12184e+00
2.85548e-01	3.73830e+00
3.09477e-01	3.42173e+00
3.35410e-01	3.17201e+00
3.63517e-01	2.98396e+00
3.93979e-01	2.84987e+00
4.26994e-01	2.76115e+00
4.62775e-01	2.70940e+00
5.01555e-01	2.68717e+00
5.43585e-01	2.68854e+00
5.89136e-01	2.70961e+00
6.38505e-01	2.74880e+00
6.92011e-01	2.80687e+00
7.50000e-01	2.88654e+00
