# T [GeV]	qhat/T^3
1.50000e-01	4.10409e+00
1.62570e-01	3.84255e+00
1.76193e-01	3.61857e+00
1.90958e-01	3.45570e+00
2.06959e-01	3.36883e+00
2.24302e-01	3.36704e+00
2.43098e-01	3.45614e+00
2.63470e-01	3.63994e+00
2.85548e-01	3.91994e+00
3.09477e-01	4.29338e+00
3.35410e-01	4.75017e+00
3.63517e-01	5.26977e+00
3.93979e-01	5.81948e+00
4.26994e-01	6.35604e+00
4.62775e-01	6.83150e+00
5.01555e-01	7.20238e+00
5.43585e-01	7.43937e+00
5.89136e-01	7.53373e+00
6.38505e-01	7.49797e+00
6.92011e-01	7.36110e+00
7.50000e-01	7.16069e+00
