# T [GeV]	qhat/T^3
1.50000e-01	3.17213e+00
1.62570e-01	3.23103e+00
1.76193e-01	3.33984e+00
1.90958e-01	3.48978e+00
2.06959e-01	3.66832e+00
2.24302e-01	3.85887e+00
2.43098e-01	4.04150e+00
2.63470e-01	4.19524e+00
2.85548e-01	4.30162e+00
3.09477e-01	4.34871e+00
3.35410e-01	4.33420e+00
3.63517e-01	4.26620e+00
3.93979e-01	4.16147e+00
4.26994e-01	4.04180e+00
4.62775e-01	3.92995e+00
5.01555e-01	3.84651e+00
5.43585e-01	3.80818e+00
5.89136e-01	3.82741e+00
6.38505e-01	3.91266e+00
6.92011e-01	4.06872e+00
7.50000e-01	4.29655e+00
