# T [GeV]	qhat/T^3
1.50000e-01	1.12994e+00
1.62570e-01	1.19602e+00
1.76193e-01	1.30111e+00
1.90958e-01	1.45150e+00
2.06959e-01	1.65366e+00
2.24302e-01	1.91254e+00
2.43098e-01	2.22905e+00
2.63470e-01	2.59677e+00
2.85548e-01	2.99910e+00
3.09477e-01	3.40838e+00
3.35410e-01	3.78876e+00
3.63517e-01	4.10308e+00
3.93979e-01	4.32200e+00
4.26994e-01	4.43160e+00
4.62775e-01	4.43642e+00
5.01555e-01	4.35665e+00
5.43585e-01	4.22157e+00
5.89136e-01	4.06219e+00
6.38505e-01	3.90572e+00
6.92011e-01	3.77261e+00
7.50000e-01	3.67602e+00
