# T [GeV]	qhat/T^3
1.50000e-01	4.95508e+00
1.62570e-01	4.06022e+00
1.76193e-01	3.36993e+00
1.90958e-01	2.86421e+00
2.06959e-01	2.51404e+00
2.24302e-01	2.29087e+00
2.43098e-01	2.17069e+00
2.63470e-01	2.13439e+00
2.85548e-01	2.16628e+00
3.09477e-01	2.25153e+00
3.35410e-01	2.37372e+00
3.63517e-01	2.51317e+00
3.93979e-01	2.64725e+00
4.26994e-01	2.75301e+00
4.62775e-01	2.81171e+00
5.01555e-01	2.81331e+00
5.43585e-01	2.75882e+00
5.89136e-01	2.65917e+00
6.38505e-01	2.53129e+00
6.92011e-01	2.39322e+00
7.50000e-01	2.26030e+00
