#1.50000e-01	1.62570e-01	1.76193e-01	1.90958e-01	2.06959e-01	2.24302e-01	2.43098e-01	2.63470e-01	2.85548e-01	3.09477e-01	3.35410e-01	3.63517e-01	3.93979e-01	4.26994e-01	4.62775e-01	5.01555e-01	5.43585e-01	5.89136e-01	6.38505e-01	6.92011e-01	7.50000e-01	
6.21835e-01	7.02427e-01	8.01423e-01	9.20612e-01	1.06171e+00	1.22589e+00	1.41296e+00	1.62024e+00	1.84137e+00	2.06531e+00	2.27643e+00	2.45617e+00	2.58644e+00	2.65408e+00	2.65462e+00	2.59378e+00	2.48586e+00	2.34988e+00	2.20515e+00	2.06787e+00	1.94945e+00	
4.20617e+00	4.28946e+00	4.29697e+00	4.22335e+00	4.07264e+00	3.85779e+00	3.59837e+00	3.31691e+00	3.03527e+00	2.77176e+00	2.53984e+00	2.34805e+00	2.20091e+00	2.10027e+00	2.04650e+00	2.03952e+00	2.07926e+00	2.16584e+00	2.29915e+00	2.47813e+00	2.69964e+00	
3.64821e+00	4.08926e+00	4.60176e+00	5.18323e+00	5.82940e+00	6.53406e+00	7.28878e+00	8.08242e+00	8.90042e+00	9.72406e+00	1.05301e+01	1.12911e+01	1.19773e+01	1.25592e+01	1.30112e+01	1.33155e+01	1.34649e+01	1.34635e+01	1.33258e+01	1.30732e+01	1.27306e+01	
1.83828e+00	1.82595e+00	1.82187e+00	1.83294e+00	1.86706e+00	1.93278e+00	2.03887e+00	2.19394e+00	2.40560e+00	2.67908e+00	3.01484e+00	3.40573e+00	3.83459e+00	4.27377e+00	4.68829e+00	5.04273e+00	5.30984e+00	5.47757e+00	5.55135e+00	5.55098e+00	5.50406e+00	
6.67879e+00	7.38711e+00	8.02743e+00	8.54260e+00	8.87640e+00	8.98532e+00	8.85012e+00	8.48293e+00	7.92612e+00	7.24284e+00	6.50281e+00	5.76867e+00	5.08721e+00	4.48660e+00	3.97856e+00	3.56278e+00	3.23172e+00	2.97450e+00	2.77955e+00	2.63621e+00	2.53561e+00	
1.76150e+00	1.76067e+00	1.79904e+00	1.87150e+00	1.97087e+00	2.08693e+00	2.20639e+00	2.31397e+00	2.39502e+00	2.43882e+00	2.44146e+00	2.40690e+00	2.34566e+00	2.27197e+00	2.20043e+00	2.14353e+00	2.11024e+00	2.10558e+00	2.13059e+00	2.18225e+00	2.25331e+00	
1.21854e+01	1.28277e+01	1.28785e+01	1.23547e+01	1.13805e+01	1.01399e+01	8.81855e+00	7.56124e+00	6.45596e+00	5.53915e+00	4.81124e+00	4.25258e+00	3.83520e+00	3.52966e+00	3.30815e+00	3.14550e+00	3.01937e+00	2.91062e+00	2.80391e+00	2.68867e+00	2.55975e+00	
3.93403e+00	3.92505e+00	3.90629e+00	3.89631e+00	3.91099e+00	3.96230e+00	4.05797e+00	4.20149e+00	4.39199e+00	4.62372e+00	4.88543e+00	5.15985e+00	5.42391e+00	5.65023e+00	5.81028e+00	5.87882e+00	5.83885e+00	5.68534e+00	5.42641e+00	5.08161e+00	4.67766e+00	
2.06380e+00	1.92928e+00	1.80820e+00	1.70183e+00	1.61218e+00	1.54174e+00	1.49335e+00	1.47006e+00	1.47519e+00	1.51247e+00	1.58615e+00	1.70107e+00	1.86243e+00	2.07516e+00	2.34287e+00	2.66622e+00	3.04117e+00	3.45741e+00	3.89786e+00	4.33985e+00	4.75811e+00	
1.11473e+00	9.62360e-01	8.31324e-01	7.24128e-01	6.41424e-01	5.82644e-01	5.46794e-01	5.33167e-01	5.41867e-01	5.74112e-01	6.32256e-01	7.19431e-01	8.38630e-01	9.91045e-01	1.17370e+00	1.37694e+00	1.58305e+00	1.76755e+00	1.90412e+00	1.97205e+00	1.96298e+00	
7.09316e-01	7.10052e-01	7.49197e-01	8.29528e-01	9.56911e-01	1.13943e+00	1.38571e+00	1.70215e+00	2.08903e+00	2.53622e+00	3.02031e+00	3.50484e+00	3.94533e+00	4.29812e+00	4.53026e+00	4.62673e+00	4.59217e+00	4.44725e+00	4.22164e+00	3.94682e+00	3.65057e+00	
1.45769e+01	1.40433e+01	1.31861e+01	1.20156e+01	1.05885e+01	9.00561e+00	7.39338e+00	5.87539e+00	4.54496e+00	3.45079e+00	2.59855e+00	1.96372e+00	1.50736e+00	1.18870e+00	9.72322e-01	8.30744e-01	7.44286e-01	6.99689e-01	6.88514e-01	7.05683e-01	7.48290e-01	
